index,true_output_0,pred_output_0
579,0.644553,0.42118847
580,8.333333e-05,0.056869835
581,0.13823485,0.11815172
582,0.06334091,0.11467454
583,0.06471212,0.09302817
584,8.333333e-05,0.045006447
585,0.0005,0.076737806
586,0.00070454547,0.10295576
587,6.060606e-05,0.08175497
588,0.043083332,0.101600654
589,0.0030833334,0.06362412
590,0.8198636,0.3162949
591,0.005893939,0.06988399
592,0.24133334,0.11379945
593,0.16740152,0.119456515
594,0.21014394,0.1118432
595,0.0015909091,0.0870069
596,0.08487121,0.06782084
597,0.0010530303,0.074167795
598,0.12771212,0.22389573
599,0.19138636,0.14467342
600,0.10203788,0.105467826
601,0.45719698,0.25592828
602,0.41586363,0.11472502
603,0.3973485,0.14487128
604,0.044795454,0.0694602
605,0.33757576,0.28078565
606,0.0018333333,0.122749284
607,0.4632803,0.3983482
608,0.07339394,0.065465525
609,0.09889394,0.15425412
610,0.016181817,0.16348428
611,0.001,0.10403809
612,0.13527273,0.096067116
613,0.13818939,0.053556226
614,0.26803032,0.11566444
615,0.32633334,0.3577696
616,0.0016742424,0.07105431
617,0.14807576,0.10000386
618,0.0010984848,0.105956346
619,1.4210303,1.3218254
620,0.124113634,0.12284149
621,0.00875,0.12451231
622,0.00010606061,0.09053475
623,0.18549243,0.10393292
624,0.0006439394,0.068759985
625,0.00033333333,0.09346017
626,0.032265153,0.09669449
627,0.4108485,0.1447384
628,0.10949242,0.054225683
629,8.333333e-05,0.09371622
630,0.2838182,0.19845837
631,0.00083333335,0.11656173
632,0.00041666668,0.10728294
633,0.2773712,0.1381916
634,0.02480303,0.088588014
635,0.001530303,0.1012391
636,0.3948182,0.28997666
637,0.00041666668,0.11689879
638,0.11665909,0.06674328
639,0.18113637,0.117305785
640,0.060901515,0.092150874
641,0.2058106,0.11648112
642,0.0003409091,0.116455704
643,0.25839394,0.15565732
644,0.10134091,0.09516292
645,0.0051363637,0.12424566
646,0.013030303,0.094701216
647,0.19242424,0.14013115
648,0.0735606,0.116232544
649,0.19502273,0.13016711
650,0.28539395,0.18676344
651,0.14688636,0.058655642
652,0.015333333,0.093153834
653,0.13427272,0.063380085
654,0.00016666666,0.11114945
655,0.00033333333,0.062135115
656,8.333333e-05,0.15143006
657,0.060742423,0.059684895
658,0.21048485,0.062902145
659,0.00075757573,0.122278854
660,0.353,0.23079291
661,0.05044697,0.10705951
662,0.16185606,0.06271235
663,0.00028030304,0.07111569
664,0.26783332,0.23062621
665,0.0019772728,0.070385516
666,0.16120455,0.10733336
667,0.038287878,0.06447627
668,0.24135606,0.21019813
669,0.2510303,0.1374647
670,0.1454394,0.06791378
671,0.18925758,0.09213363
672,0.00016666666,0.17797515
673,0.078424245,0.062032886
674,0.0060833334,0.117231786
675,0.20501515,0.08953667
676,0.043007575,0.15162459
677,0.11188637,0.110391274
678,8.333333e-05,0.2197543
679,0.19077273,0.110339
680,0.33681062,0.2009112
681,0.35422727,0.22389102
682,0.30747727,0.21269828
683,0.030068181,0.11049315
684,0.15088636,0.086786345
685,0.038545456,0.15729637
686,0.16484849,0.17961799
687,0.26288638,0.1558557
688,0.00016666666,0.07039414
689,0.016560607,0.12321064
690,0.06553788,0.08593034
691,0.004,0.126241
692,0.13494697,0.09400693
693,0.075128786,0.06330514
694,0.35744697,0.14959113
695,0.010363637,0.10176751
696,0.021363636,0.11074644
697,0.10889394,0.08857801
698,1.1866591,1.0009829
699,8.333333e-05,0.06451394
700,0.0005,0.09911956
701,0.054939393,0.13672814
702,0.0022348484,0.059199683
703,0.00066666666,0.12588742
704,0.12592424,0.10641049
705,0.0016363637,0.086183995
706,8.333333e-05,0.10963759
707,0.28944698,0.2057519
708,0.22838636,0.10517747
709,0.11734091,0.07509782
710,0.0879697,0.113572836
711,0.11986364,0.10182073
712,0.065848485,0.09460309
713,0.22637878,0.11425893
714,0.2333409,0.14887072
715,0.0020833334,0.0848919
716,0.08301515,0.12722443
717,0.07197727,0.076545835
718,0.012492424,0.10640651
719,0.31601515,0.17267704
720,0.0005833333,0.16014606
721,0.012575758,0.0918647
722,0.40323484,0.14297254
723,0.18129545,0.1290153
724,0.010530303,0.12751567
725,0.00016666666,0.16005999
726,0.081,0.17897364
727,0.00025,0.17267232
728,0.20234092,0.07010917
729,0.1175303,0.14690961
730,0.16215909,0.1732274
731,0.030666666,0.10701077
732,0.00033333333,0.14484584
733,0.17616667,0.07016344
734,0.057,0.114945374
735,0.016416667,0.057902947
736,0.024098486,0.099947885
737,0.33123484,0.24664587
738,0.09064394,0.06147524
739,0.14533333,0.11306109
740,0.2781212,0.14325988
741,4.5454544e-05,0.14649989
742,8.333333e-05,0.058068834
743,0.00016666666,0.1628031
744,0.02339394,0.09405463
745,0.00016666666,0.114760205
746,0.00041666668,0.1208687
747,0.35994697,0.25170866
748,0.16718939,0.10824897
749,0.2213106,0.14896743
750,0.31962878,0.19920734
751,0.001,0.10711281
752,0.054636363,0.09841874
753,9.090909e-05,0.11338166
754,0.087371215,0.10730836
755,0.02519697,0.09560399
756,0.048636362,0.0714706
757,0.005363636,0.06256774
758,0.018719697,0.10032451
759,0.0020833334,0.11634847
760,0.3173409,0.20201263
761,0.19251515,0.10268755
762,8.333333e-05,0.13072677
763,0.07675,0.23404512
764,0.19339395,0.16536228
765,0.0885606,0.07638695
766,0.12598485,0.16682722
767,0.20592424,0.07008317
768,0.0055833333,0.12737863
769,0.26116666,0.19349203
770,0.11644697,0.07909099
771,0.0036666666,0.055212073
772,0.029015152,0.1380637
773,0.2518712,0.20674144
774,0.17072727,0.10194982
775,0.15616667,0.16149864
776,0.0532197,0.06849945
777,0.019939395,0.089560755
778,0.0034772728,0.09893565
779,0.04896212,0.116806954
780,0.00125,0.04847961
781,0.039871212,0.06289963
782,0.27749243,0.19957235
783,0.021833334,0.11127698
784,0.046310607,0.10179097
785,0.19181818,0.11220889
786,0.33342424,0.24345586
787,0.00033333333,0.13568068
788,0.09751515,0.06236338
789,0.16622727,0.10341873
790,0.0349697,0.09476495
791,8.333333e-05,0.1477488
792,0.4431515,0.17682347
793,0.00052272726,0.07157768
794,0.1987803,0.211386
795,0.018022727,0.092935264
796,9.090909e-05,0.10297944
797,0.15029545,0.12689148
798,0.009378788,0.05529228
799,0.44000757,0.1509508
800,0.080954544,0.103927
801,0.004621212,0.12720037
802,0.36821213,0.14344172
803,0.06168182,0.06731023
804,0.002878788,0.06634287
805,0.00075,0.07728719
806,0.21737121,0.10952087
807,0.08696212,0.11468951
808,0.16031818,0.07920463
809,0.012060606,0.120824814
810,0.13642424,0.05529069
811,0.20880303,0.085753866
812,0.051386364,0.10320902
813,0.00025,0.06269775
814,0.30174243,0.16714825
815,0.00025,0.15653513
816,0.005121212,0.06104034
817,0.27641666,0.13122
818,8.333333e-05,0.0714844
819,0.10084849,0.17855829
820,0.36422727,0.32914984
821,0.02694697,0.12383298
822,0.13809848,0.09574298
823,0.45312878,0.20159978
824,0.017871212,0.08763535
825,0.024522727,0.06416388
826,0.12651515,0.08149862
827,0.00016666666,0.08338714
828,0.19920455,0.08549025
829,0.18238637,0.14030397
830,0.32306817,0.1192412
831,0.036575757,0.1151087
832,0.06135606,0.07835976
833,0.12088636,0.08748706
834,0.38466668,0.1616514
835,0.31508332,0.16808745
836,0.27741668,0.22740379
837,0.9123561,1.0678111
838,0.00025,0.1746437
839,0.14958334,0.08823095
840,0.020636363,0.10108807
841,6.060606e-05,0.07143335
842,0.122628786,0.06133522
843,0.23374243,0.1992298
844,0.009310606,0.114432395
845,0.1949091,0.17614686
846,0.009060606,0.12288424
847,0.0016363637,0.10358217
848,0.25457576,0.13076203
849,0.3908788,0.12899908
850,0.0028484848,0.11180785
851,0.038613636,0.10492958
852,0.007712121,0.10264008
853,0.2761515,0.16634715
854,6.818182e-05,0.061735936
855,0.110083334,0.06482558
856,0.89436364,0.86509067
857,0.00275,0.05992654
858,0.27968183,0.17655471
859,0.013477272,0.21948585
860,0.19176514,0.12446101
861,0.9926136,0.95037705
862,7.5757575e-06,0.107337266
863,0.0029166667,0.059298642
864,0.38592425,0.1799686
865,0.27967423,0.15483317
866,0.38337877,0.12949042
867,0.026431818,0.09395044
868,0.21265909,0.112829015
869,0.44134092,0.274483
870,0.10165909,0.09647099
871,0.19485606,0.1422402
872,0.40936363,0.37124366
873,0.039734848,0.09725405
874,0.16761364,0.10875899
875,0.025098484,0.07027189
876,0.21188636,0.116650745
877,0.101469696,0.113893434
878,0.15632576,0.120057635
879,0.2547803,0.23305523
880,0.17347728,0.058973424
881,0.1892803,0.06360999
882,0.22492424,0.12987661
883,0.27762878,0.14329499
884,0.19233334,0.16212448
885,8.333333e-05,0.14115277
886,0.0001439394,0.068716705
887,0.07208333,0.060302377
888,0.009757576,0.124425724
889,0.4564091,0.3749616
890,0.0013636363,0.10803869
891,0.00016666666,0.16587524
892,0.15313636,0.17396285
893,0.00031818182,0.11419098
894,0.08682576,0.07971469
895,8.333333e-05,0.08311746
896,0.00012121212,0.108931586
897,0.08002273,0.06335182
898,0.10125758,0.09848182
899,1.4393106,1.8689407
