index,true_output_0,pred_output_0
0,0.019333333,0.09952348
1,0.119772725,0.111426994
2,0.05841667,0.11393891
3,0.051742423,0.100477435
4,0.18719697,0.062105425
5,0.00939394,0.067329384
6,0.27708334,0.17917523
7,0.13937879,0.107887015
8,0.06838636,0.05991117
9,0.2940303,0.15197834
10,0.31795454,0.16739628
11,0.17691667,0.1411151
12,0.040348485,0.10041921
13,0.004840909,0.091331586
14,0.03868182,0.1041172
15,0.00033333333,0.051730283
16,0.0010227272,0.08290879
17,0.11162121,0.112260565
18,0.00016666666,0.114851914
19,0.07216667,0.14183602
20,0.2773485,0.13554658
21,0.003189394,0.084270455
22,0.003128788,0.10708979
23,0.026416667,0.09483374
24,0.27676514,0.13434091
25,0.16108334,0.17569357
26,0.035219695,0.102838404
27,0.2754697,0.25094742
28,0.002,0.13092759
29,0.19288637,0.12158718
30,0.0011212121,0.05448635
31,0.041613635,0.11559662
32,0.07022727,0.06925657
33,0.031833332,0.09280377
34,8.333333e-05,0.08308017
35,0.031037878,0.10163639
36,0.00023484848,0.109467655
37,0.19187121,0.09162778
38,0.03415909,0.115181975
39,0.15212879,0.060938783
40,0.19160606,0.1015739
41,0.1397197,0.30465677
42,0.0042272727,0.11784192
43,0.41888636,0.11387376
44,0.0021363636,0.58625746
45,0.25776514,0.102722645
46,8.333333e-05,0.06449953
47,0.573697,0.2656088
48,0.008924242,0.06091903
49,0.00016666666,0.052470207
50,8.333333e-05,0.0437266
51,0.0029924242,0.06002324
52,0.3631894,0.34033352
53,0.35985607,0.21518968
54,0.039818183,0.06951806
55,0.12536363,0.10639193
56,0.44524243,0.16246486
57,0.0033939395,0.1347472
58,0.089227274,0.09276156
59,0.00041666668,0.40850228
60,7.5757575e-06,0.08199157
61,0.1591591,0.082548395
62,0.023643939,0.14357167
63,0.19481818,0.17097196
64,4.5454544e-05,0.105555184
65,0.045856062,0.10115209
66,0.43083334,0.13221128
67,0.20066667,0.16708843
68,0.3507197,0.122168705
69,0.23879546,0.09180657
70,0.00016666666,0.35050136
71,0.45165908,0.10942341
72,0.005462121,0.060772114
73,0.07246212,0.11154293
74,0.13529545,0.0997082
75,0.37591666,0.11706827
76,0.1750606,0.111912675
77,0.3935909,0.11167104
78,0.12443182,0.103174716
79,0.0497197,0.14654428
80,0.00024242424,0.07944015
81,0.080984846,0.1218393
82,0.0059469696,0.059137046
83,0.082492426,0.08292193
84,0.22376515,0.11322706
85,0.06928788,0.094542064
86,0.00033333333,0.12498399
87,0.80704546,0.88096124
88,0.0005833333,0.0689974
89,0.6125303,0.48294812
90,0.09220455,0.09525099
91,0.23728031,0.16786148
92,0.04336364,0.12515846
93,0.1918409,0.10464263
94,0.00016666666,0.10481163
95,0.055022728,0.06179095
96,0.27698484,0.14422186
97,8.333333e-05,0.09882944
98,0.14633334,0.064663224
99,0.17634091,0.16310906
100,0.025833333,0.04065241
101,0.010371212,0.34641874
102,0.000719697,0.052762926
103,0.16196212,0.17514367
104,0.001,0.15064234
105,0.078393936,0.10594891
106,0.011833333,0.06987339
107,8.333333e-05,0.54196316
108,0.04951515,0.0528052
109,8.333333e-05,0.12672475
110,0.4638712,0.15753818
111,0.009681818,0.091937564
112,0.0013333333,0.06884388
113,0.12247727,0.06638144
114,0.15933333,0.14212307
115,0.0029166667,0.05690351
116,0.10919697,0.16127291
117,0.07205303,0.0982085
118,0.121484846,0.41838533
119,0.12728788,0.06728092
120,0.16684848,0.15863447
121,0.18418182,0.056355983
122,0.1304697,0.07107764
123,0.20724243,0.089673534
124,0.00175,0.19761641
125,0.057386365,0.061481133
126,0.39346212,0.2841437
127,0.13015151,0.10065824
128,0.0034242424,0.118973
129,0.47713637,0.411192
130,0.00083333335,0.15502429
131,0.67875,0.7084305
132,0.39870456,0.23743074
133,0.22094697,0.43931794
134,0.02835606,0.089615636
135,0.108363636,0.07076791
136,0.19228788,0.12556279
137,0.00025,0.19336405
138,0.075166665,0.08203501
139,0.9295606,1.0199581
140,0.06627273,0.09281409
141,0.0035606062,0.13745707
142,0.17906818,0.106589675
143,8.333333e-05,0.06257289
144,0.00093939394,0.11415608
145,8.333333e-05,0.08544402
146,0.041530304,0.11482587
147,0.00031060606,0.115115896
148,0.00033333333,0.12198997
149,0.084242426,0.06161142
150,0.091348484,0.06570386
151,0.34557575,0.17353784
152,0.3836818,0.21538979
153,0.2191591,0.09253517
154,0.0017196969,0.05597152
155,0.28997728,0.19720271
156,0.022068182,0.08350359
157,1.5364773,1.5724057
158,0.087984845,0.18121657
159,0.010598484,0.04929266
160,0.4434091,0.16019036
161,8.333333e-05,0.0956817
162,0.0005909091,0.10591403
163,0.0005,0.09299954
164,0.7961364,0.6455764
165,0.24785607,0.089559294
166,0.052401517,0.28846812
167,0.002348485,0.08091866
168,0.42767423,0.11983507
169,0.22579545,0.10500689
170,0.21364394,0.10543172
171,2.4451895,1.8857204
172,0.00025,0.07323823
173,0.0023333333,0.05789376
174,0.29142424,0.24064535
175,0.0005833333,0.0859953
176,0.06046212,0.11518668
177,0.27758333,0.14241105
178,0.06461363,0.068450734
179,0.0005757576,0.073331736
180,0.09693939,0.14198864
181,0.00021969697,0.11061567
182,0.039871212,0.13844833
183,0.19209091,0.10927786
184,0.28257576,0.2118866
185,0.18427272,0.13506949
186,0.0057651517,0.069617346
187,0.39711365,0.16479386
188,0.06792424,0.11187208
189,0.0020833334,0.13054085
190,0.23200758,0.18736826
191,0.08392424,0.15806799
192,0.18693939,0.0940344
193,0.01610606,0.104274765
194,0.20631818,0.21291308
195,0.1785606,0.05560205
196,0.0005833333,0.09340898
197,7.5757575e-06,0.10329312
198,0.08086364,0.07970467
199,0.08910606,0.15747668
200,0.47658333,0.35542744
201,0.19239394,0.11361419
202,0.05062879,0.05910112
203,0.3953712,0.1300632
204,0.23072727,0.10545246
205,0.0025,0.28619778
206,0.074363634,0.096993476
207,0.28332576,0.10454488
208,0.00016666666,0.10180527
209,0.00031060606,0.11461945
210,0.39954546,0.41150028
211,0.24602273,0.18637608
212,0.24487878,0.1361102
213,0.15172727,0.1612722
214,0.08597727,0.18105572
215,0.21206819,0.23838143
216,0.003,0.062017575
217,0.17034091,0.10243856
218,0.17472728,0.12037661
219,0.13377273,0.07344208
220,0.10669697,0.112884626
221,0.21012121,0.11746173
222,0.12628031,0.093057655
223,0.047795456,0.09547316
224,0.02921212,0.19044492
225,0.4533788,0.16522019
226,0.005,0.10076508
227,0.00027272728,0.064570494
228,0.028454546,0.10972364
229,0.17929545,0.06428222
230,0.07275758,0.09250136
231,0.077015154,0.15877607
232,0.4275606,0.12967913
233,0.00041666668,0.060959354
234,0.27707577,0.1430414
235,0.13301516,0.12738018
236,0.06084091,0.068075925
237,0.48865908,0.31825823
238,0.061242424,0.1075965
239,0.00093181815,0.10869074
240,8.333333e-05,0.11164205
241,0.22948484,0.06351765
242,8.333333e-05,0.123428166
243,0.0005833333,0.08310285
