index,true_output_0,pred_output_0
244,0.049189392,0.10256365
245,0.13750757,0.06780983
246,0.17972727,0.14593862
247,0.1730909,0.07254377
248,0.18543182,0.14151192
249,0.17263636,0.20260589
250,0.27425,0.16327591
251,0.065310605,0.07156383
252,0.13121212,0.1345528
253,8.333333e-05,0.062823385
254,0.07075,0.14474571
255,0.2338712,0.25950697
256,0.05353788,0.1397876
257,0.045871213,0.053416476
258,0.06077273,0.07261406
259,0.0008030303,0.07371006
260,0.00066666666,0.06718887
261,0.00225,0.07501385
262,0.0059166667,0.084926784
263,0.8050985,0.847745
264,0.0027878787,0.1010232
265,0.00034848484,0.06521435
266,0.0005681818,0.096330434
267,0.02594697,0.118253246
268,0.7964015,0.55527246
269,0.004598485,0.06914961
270,0.4000909,0.1471839
271,0.41451514,0.32306582
272,0.10944697,0.16269505
273,0.19215909,0.096283026
274,0.4275606,0.113209784
275,0.09125757,0.086852744
276,0.06620455,0.09619698
277,0.06901515,0.10972615
278,0.14186363,0.22013997
279,0.8150833,0.97266155
280,0.15355302,0.10061289
281,0.0026666666,0.067344174
282,0.02575,0.13622682
283,0.04601515,0.10101375
284,0.002,0.08162197
285,0.36050758,0.113770925
286,0.48856062,0.5416736
287,0.09462879,0.10019541
288,0.008704546,0.09045783
289,8.333333e-05,0.051818863
290,0.010878788,0.07330859
291,0.21721213,0.19322692
292,0.26932576,0.09036334
293,0.099181816,0.0697663
294,8.333333e-05,0.11003383
295,0.43316665,0.29397553
296,0.10121212,0.071492866
297,0.036530305,0.24272409
298,0.32327273,0.2565437
299,8.333333e-05,0.46991962
